nearest_facility_id,nearest_facility_type,month,detections,active_days,mean_frp_mw,max_frp_mw
P100000121182,steel,11,48,26,1.6266666666666667,2.9
P100000121182,steel,12,56,28,1.5767857142857142,3.28
P100000121183,steel,1,144,29,1.8386805555555554,5.19
P100000121183,steel,2,140,28,1.788,3.73
P100000121183,steel,3,109,27,2.091467889908257,5.48
P100000121183,steel,4,81,22,2.200246913580247,6.37
P100000121183,steel,5,57,18,2.6119298245614035,8.13
P100000121183,steel,6,53,13,1.8692452830188677,8.91
P100000121183,steel,7,11,5,1.46,2.04
P100000121183,steel,8,15,7,1.6106666666666667,3.43
P100000121183,steel,9,48,17,1.68625,5.6
P100000121183,steel,10,85,18,2.009176470588235,5.89
P100000121183,steel,11,126,27,1.8052380952380953,3.91
P100000121183,steel,12,134,28,1.8111194029850746,4.93
P100000121184,steel,1,27,18,1.46,3.98
P100000121184,steel,2,22,15,1.9868181818181818,4.22
P100000121184,steel,3,22,18,1.9136363636363638,4.03
P100000121184,steel,4,19,13,2.006315789473684,4.1
P100000121184,steel,5,14,10,2.1014285714285714,4.03
P100000121184,steel,6,5,4,1.452,2.52
P100000121184,steel,7,3,2,1.1866666666666668,1.49
P100000121184,steel,8,3,3,1.6166666666666665,1.84
P100000121184,steel,9,6,4,1.8833333333333335,2.97
P100000121184,steel,10,17,14,2.3582352941176468,6.88
P100000121184,steel,11,27,18,1.8414814814814815,5.79
P100000121184,steel,12,42,22,1.560952380952381,4.75
P100000121185,steel,2,6,6,0.63,1.01
P100000121185,steel,3,2,2,0.425,0.44
P100000121185,steel,4,2,2,0.6299999999999999,0.69
P100000121185,steel,5,1,1,1.08,1.08
P100000121185,steel,6,1,1,0.94,0.94
P100000121185,steel,9,4,4,0.98,1.38
P100000121185,steel,10,6,6,0.685,0.94
P100000121185,steel,11,8,8,0.81125,1.13
P100000121185,steel,12,9,8,0.68,0.92
P100000121186,steel,1,63,31,1.2912698412698411,2.34
P100000121186,steel,2,55,28,1.204909090909091,2.45
P100000121186,steel,3,48,29,1.2129166666666666,2.08
P100000121186,steel,4,53,24,1.7067924528301885,5.93
P100000121186,steel,5,30,15,1.8513333333333333,8.04
P100000121186,steel,6,17,8,1.5270588235294118,4.12
P100000121186,steel,7,11,4,0.9618181818181818,2.87
P100000121186,steel,8,18,6,1.328888888888889,3.14
P100000121186,steel,9,35,15,1.2711428571428571,3.43
P100000121186,steel,10,63,22,1.7193650793650792,6.98
P100000121186,steel,11,98,27,1.323673469387755,2.92
P100000121186,steel,12,96,29,1.455,4.07
P100000121187,steel,1,120,30,2.4261666666666666,6.3
P100000121187,steel,2,79,26,2.890759493670886,7.51
P100000121187,steel,3,98,30,3.314387755102041,10.87
P100000121187,steel,4,65,25,3.522153846153846,8.95
P100000121187,steel,5,51,19,3.5731372549019604,8.33
P100000121187,steel,6,33,16,2.7796969696969698,7.03
P100000121187,steel,7,20,9,2.265,9.0
P100000121187,steel,8,28,15,2.6807142857142856,6.36
P100000121187,steel,9,41,20,2.475121951219512,8.83
P100000121187,steel,10,80,22,2.730875,6.54
P100000121187,steel,11,96,29,3.033541666666667,7.38
P100000121187,steel,12,112,30,2.639464285714286,6.11
P100000121188,steel,1,33,25,2.389393939393939,6.19
P100000121188,steel,2,28,18,2.858214285714286,7.09
P100000121188,steel,3,29,20,2.6951724137931032,7.6
P100000121188,steel,4,32,19,3.62625,9.77
P100000121188,steel,5,18,11,3.0616666666666665,6.34
P100000121188,steel,6,4,3,1.5575,2.19
P100000121188,steel,7,4,3,4.02,6.91
P100000121188,steel,8,11,8,1.780909090909091,3.48
P100000121188,steel,9,13,10,3.322307692307692,6.62
P100000121188,steel,10,29,14,2.772758620689655,9.2
P100000121188,steel,11,39,25,2.822051282051282,6.12
P100000121188,steel,12,39,24,2.077948717948718,5.46
P100000121189,steel,1,79,29,1.9310126582278482,5.45
P100000121189,steel,2,63,23,1.8023809523809524,3.96
P100000121189,steel,3,85,27,2.1845882352941177,6.66
P100000121189,steel,4,66,22,2.1772727272727272,7.28
P100000121189,steel,5,46,15,2.482173913043478,7.8
P100000121189,steel,6,34,14,2.0888235294117647,5.13
P100000121189,steel,7,9,5,1.7255555555555557,2.83
P100000121189,steel,8,26,9,1.3111538461538463,2.81
P100000121189,steel,9,38,15,1.5223684210526316,3.97
P100000121189,steel,10,54,19,2.0188888888888887,6.81
P100000121189,steel,11,92,28,1.7440217391304347,4.03
P100000121189,steel,12,91,30,1.841098901098901,4.11
P100000121190,steel,2,1,1,0.7,0.7
P100000121191,steel,1,45,27,1.3624444444444446,2.25
P100000121191,steel,2,59,26,1.5230508474576272,3.39
P100000121191,steel,3,52,26,1.8286538461538462,3.83
P100000121191,steel,4,29,20,1.7679310344827588,3.78
P100000121191,steel,5,16,10,1.91,6.26
P100000121191,steel,6,11,8,1.7827272727272727,2.79
P100000121191,steel,7,2,2,1.065,1.59
P100000121191,steel,8,4,4,0.87,1.2
P100000121191,steel,9,11,8,1.6272727272727272,3.6
P100000121191,steel,10,29,17,1.466896551724138,2.59
P100000121191,steel,11,46,27,1.3830434782608696,3.35
P100000121191,steel,12,53,28,1.2939622641509434,2.36
P100000121192,steel,1,55,29,1.392181818181818,2.38
P100000121192,steel,2,36,24,1.2519444444444445,2.43
P100000121192,steel,3,42,27,1.7188095238095238,2.95
P100000121192,steel,4,36,25,1.7241666666666666,4.39
P100000121192,steel,5,12,9,1.7266666666666666,4.08
P100000121192,steel,6,6,5,1.3366666666666667,1.82
P100000121192,steel,8,11,8,1.4490909090909092,3.49
P100000121192,steel,9,9,8,1.7233333333333334,3.24
P100000121192,steel,10,19,15,1.2326315789473683,1.96
P100000121192,steel,11,32,24,1.36375,2.92
P100000121192,steel,12,56,31,1.5960714285714286,3.07
P100000121195,steel,1,9,8,1.4433333333333334,2.82
P100000121195,steel,2,11,9,1.9654545454545456,3.61
P100000121195,steel,3,10,7,2.116,3.95
P100000121195,steel,4,1,1,10.51,10.51
P100000121195,steel,5,5,4,5.26,15.89
P100000121195,steel,7,5,3,1.968,4.12
P100000121195,steel,9,1,1,1.04,1.04
P100000121195,steel,10,16,11,1.133125,2.85
P100000121195,steel,11,16,10,1.59125,5.33
P100000121195,steel,12,31,21,1.5480645161290323,4.07
P100000121205,steel,1,9,9,1.09,1.75
P100000121205,steel,2,8,8,1.70875,4.5
P100000121205,steel,3,6,6,1.5833333333333333,3.53
P100000121205,steel,4,9,9,2.445555555555556,5.36
P100000121205,steel,5,10,8,3.657,9.46
P100000121205,steel,9,1,1,0.93,0.93
P100000121205,steel,10,1,1,1.04,1.04
P100000121205,steel,11,5,5,1.1640000000000001,1.65
P100000121205,steel,12,5,5,1.112,1.24
P100000121207,steel,1,1,1,1.42,1.42
P100000121216,steel,1,2,2,1.1800000000000002,1.35
P100000121216,steel,11,1,1,3.61,3.61
P100000121216,steel,12,5,5,2.242,5.19
P100000121236,steel,1,9,9,1.2033333333333334,2.32
P100000121236,steel,2,7,5,1.0457142857142858,1.56
P100000121236,steel,3,6,5,1.705,3.04
P100000121236,steel,4,7,7,2.741428571428571,7.13
P100000121236,steel,5,1,1,0.75,0.75
P100000121236,steel,7,2,2,0.835,0.87
P100000121236,steel,10,2,2,0.875,1.13
P100000121236,steel,11,11,11,1.6227272727272728,2.25
P100000121236,steel,12,16,13,1.25125,2.64
P100000121239,steel,1,13,12,0.6676923076923077,1.11
P100000121239,steel,2,2,2,0.61,0.79
P100000121239,steel,3,1,1,0.78,0.78
P100000121239,steel,9,1,1,0.84,0.84
P100000121239,steel,10,2,2,0.91,1.09
P100000121239,steel,11,13,13,0.6892307692307693,1.26
P100000121239,steel,12,12,11,0.7158333333333333,1.32
P100000123900,cement,1,3,3,0.8733333333333334,0.95
P100000123900,cement,2,1,1,0.66,0.66
P100000123900,cement,8,1,1,2.57,2.57
P100000123900,cement,10,1,1,1.0,1.0
P100000123900,cement,11,4,4,0.7825,1.17
P100000123900,cement,12,3,3,0.7233333333333333,0.83
P100000123901,cement,1,16,14,1.21875,1.99
P100000123901,cement,2,16,13,1.24875,1.99
P100000123901,cement,3,14,12,1.2735714285714284,2.15
P100000123901,cement,4,3,3,1.7066666666666668,2.0
P100000123901,cement,5,3,3,1.46,1.52
P100000123901,cement,8,4,3,1.7075,2.51
P100000123901,cement,9,7,7,1.172857142857143,1.96
P100000123901,cement,10,10,9,1.215,1.74
P100000123901,cement,11,16,14,0.944375,1.5
P100000123901,cement,12,11,11,0.9827272727272728,1.48
P100000123902,cement,11,1,1,4.81,4.81
P100000123904,cement,1,84,28,3.050357142857143,14.49
P100000123904,cement,2,75,26,3.1804,29.45
P100000123904,cement,3,73,29,3.1865753424657535,14.1
P100000123904,cement,4,41,21,3.0456097560975612,11.38
P100000123904,cement,5,21,13,2.802857142857143,6.95
P100000123904,cement,6,15,11,3.5959999999999996,10.96
P100000123904,cement,7,3,2,2.8266666666666667,6.98
P100000123904,cement,8,11,5,4.548181818181818,23.32
P100000123904,cement,9,39,18,1.8471794871794873,7.52
P100000123904,cement,10,50,19,2.5944,11.21
P100000123904,cement,11,80,28,3.0285,22.68
P100000123904,cement,12,81,29,2.8098765432098767,13.86
P100000123906,cement,5,2,1,2.9,2.9
P100000123911,cement,2,3,3,0.42333333333333334,0.59
P100000123911,cement,12,3,3,0.58,0.6
P100000123917,cement,1,14,13,1.0992857142857144,1.66
P100000123917,cement,2,12,10,1.1983333333333335,1.58
P100000123917,cement,3,5,5,1.848,3.23
P100000123917,cement,4,4,3,1.555,2.23
P100000123917,cement,9,1,1,0.55,0.55
P100000123917,cement,10,1,1,0.94,0.94
P100000123917,cement,11,6,6,0.9516666666666667,1.05
P100000123917,cement,12,7,7,0.9657142857142856,1.4
P100000123918,cement,1,3,3,0.8799999999999999,1.03
P100000123918,cement,2,5,5,0.882,1.08
P100000123918,cement,3,5,5,1.226,1.94
P100000123918,cement,4,2,2,1.31,1.33
P100000123918,cement,5,1,1,1.02,1.02
P100000123918,cement,10,3,2,0.7866666666666666,0.93
P100000123918,cement,11,6,4,0.8450000000000001,1.03
P100000123918,cement,12,9,8,0.841111111111111,1.64
P100000123919,cement,2,1,1,1.75,1.75
P100000123920,cement,4,1,1,1.01,1.01
P100000123920,cement,12,9,8,0.9288888888888889,1.35
P100000123925,cement,3,1,1,3.87,3.87
P100000123927,cement,1,2,2,0.71,0.74
P100000123927,cement,3,4,4,0.965,1.16
P100000123927,cement,4,2,2,0.8,0.9
P100000123927,cement,9,1,1,0.85,0.85
P100000123927,cement,10,1,1,0.93,0.93
P100000123927,cement,11,5,5,0.6980000000000001,0.89
P100000123927,cement,12,10,10,1.418,7.74
P100000123929,cement,1,12,10,0.9208333333333334,1.5
P100000123929,cement,2,13,12,1.093076923076923,1.7
P100000123929,cement,3,8,8,0.99875,1.47
P100000123929,cement,4,7,6,1.4414285714285715,2.21
P100000123929,cement,5,5,4,1.348,3.26
P100000123929,cement,6,1,1,1.04,1.04
P100000123929,cement,7,1,1,1.17,1.17
P100000123929,cement,8,3,3,1.06,1.55
P100000123929,cement,10,4,3,2.1925,4.21
P100000123929,cement,11,4,4,1.165,1.99
P100000123929,cement,12,14,13,0.9757142857142858,1.54
P100000123930,cement,1,1,1,0.46,0.46
P100000123930,cement,2,2,2,0.755,0.91
P100000123930,cement,4,1,1,0.81,0.81
P100000123930,cement,12,1,1,0.66,0.66
P100000123932,cement,12,2,2,0.6699999999999999,0.83
P100000123934,cement,1,3,3,0.6266666666666666,0.77
P100000123934,cement,2,6,6,1.5416666666666667,2.2
P100000123934,cement,3,1,1,2.64,2.64
P100000123934,cement,5,2,2,2.51,2.56
P100000123934,cement,6,1,1,1.76,1.76
P100000123934,cement,9,1,1,0.81,0.81
P100000123934,cement,10,4,2,5.985,13.81
P100000123934,cement,11,5,5,5.418,12.33
P100000123934,cement,12,4,4,1.6075000000000002,3.2
P100000123939,cement,1,2,2,0.5900000000000001,0.65
P100000123939,cement,2,17,15,1.018235294117647,1.42
P100000123939,cement,3,22,19,1.315909090909091,1.96
P100000123939,cement,4,8,7,1.46375,1.76
P100000123939,cement,5,1,1,3.46,3.46
P100000123939,cement,6,4,3,1.1825,1.52
P100000123939,cement,8,2,2,1.145,1.43
P100000123939,cement,9,1,1,0.71,0.71
P100000123939,cement,10,6,6,1.0,1.25
P100000123939,cement,11,9,9,0.8677777777777779,1.06
P100000123939,cement,12,19,17,0.9515789473684212,1.32
P100000123940,cement,1,6,6,0.8166666666666668,0.98
P100000123940,cement,2,2,2,0.9400000000000001,1.11
P100000123940,cement,5,2,2,1.28,1.76
P100000123941,cement,1,4,4,0.95,1.17
P100000123941,cement,2,1,1,1.47,1.47
P100000123941,cement,3,1,1,0.56,0.56
P100000123941,cement,4,2,2,0.845,1.02
P100000123941,cement,5,1,1,0.95,0.95
P100000123941,cement,6,1,1,0.54,0.54
P100000123941,cement,9,2,2,1.025,1.41
P100000123941,cement,12,4,4,0.72,0.78
P100000123942,cement,4,1,1,10.7,10.7
P100000123942,cement,5,2,2,6.074999999999999,8.7
P100000123942,cement,11,1,1,3.56,3.56
P100000123947,cement,2,1,1,12.36,12.36
P100000123947,cement,12,2,1,12.51,13.08
P100000123950,cement,11,1,1,0.58,0.58
P100000123952,cement,2,1,1,0.29,0.29
P100000123952,cement,3,2,2,1.105,1.16
P100000123956,cement,3,7,7,1.422857142857143,2.0
P100000123956,cement,4,14,13,2.0307142857142857,3.72
P100000123957,cement,1,11,11,1.1218181818181818,1.67
P100000123957,cement,2,9,8,1.1366666666666667,1.5
P100000123957,cement,3,6,6,1.1849999999999998,1.43
P100000123957,cement,4,3,3,1.4100000000000001,1.62
P100000123957,cement,5,1,1,1.15,1.15
P100000123957,cement,8,2,2,0.98,1.02
P100000123957,cement,10,2,2,0.715,0.83
P100000123957,cement,11,7,7,1.1014285714285714,1.58
P100000123957,cement,12,12,11,0.9858333333333333,1.41
P100000123958,cement,1,1,1,0.65,0.65
P100000123960,cement,1,2,2,0.685,0.69
P100000123960,cement,11,1,1,2.76,2.76
P100000123960,cement,12,1,1,3.18,3.18
P100000123961,cement,1,18,16,1.2672222222222222,2.04
P100000123961,cement,2,12,8,1.3183333333333334,2.09
P100000123961,cement,3,11,11,1.4063636363636365,2.05
P100000123961,cement,4,10,10,1.9929999999999999,3.07
P100000123961,cement,5,7,7,2.2199999999999998,4.9
P100000123961,cement,6,7,7,2.05,3.21
P100000123961,cement,8,7,5,1.3057142857142858,1.69
P100000123961,cement,9,13,10,1.583846153846154,4.71
P100000123961,cement,10,14,12,1.22,1.89
P100000123961,cement,11,9,9,1.1944444444444444,1.67
P100000123961,cement,12,13,11,1.1538461538461537,1.78
P100000123967,cement,1,1,1,0.74,0.74
P100000123967,cement,2,1,1,1.12,1.12
P100000123967,cement,3,5,4,3.3600000000000003,6.23
P100000123967,cement,9,1,1,0.61,0.61
P100000123967,cement,11,6,6,0.6966666666666667,1.24
P100000123967,cement,12,9,7,0.9833333333333333,2.61
P100000123969,cement,1,83,26,2.4056626506024097,8.9
P100000123969,cement,2,81,26,2.1939506172839507,5.91
P100000123969,cement,3,78,28,2.9747435897435897,10.66
P100000123969,cement,4,58,23,3.196206896551724,8.25
P100000123969,cement,5,23,8,3.154782608695652,7.04
P100000123969,cement,6,5,4,1.778,2.74
P100000123969,cement,7,6,3,1.7566666666666668,2.7
P100000123969,cement,8,5,3,1.682,2.97
P100000123969,cement,9,8,5,1.32875,2.0
P100000123969,cement,10,40,16,2.0607499999999996,5.05
P100000123969,cement,11,64,22,2.29546875,9.5
P100000123969,cement,12,80,28,1.9899999999999998,4.98
P100000123970,cement,1,2,2,1.365,1.44
P100000123970,cement,2,3,3,1.0366666666666666,1.23
P100000123970,cement,3,2,2,0.895,1.11
P100000123970,cement,4,2,2,2.7399999999999998,3.8
P100000123970,cement,5,2,1,2.045,2.19
P100000123970,cement,7,2,2,0.7849999999999999,0.83
P100000123970,cement,8,1,1,0.5,0.5
P100000123970,cement,9,2,2,1.0899999999999999,1.22
P100000123970,cement,10,2,2,1.415,1.57
P100000123970,cement,11,1,1,1.53,1.53
P100000123970,cement,12,3,3,0.8233333333333333,0.95
P100000123974,cement,3,2,2,1.155,1.71
P100000123975,cement,4,2,2,5.1899999999999995,6.12
P100000123976,cement,2,1,1,4.64,4.64
P100000123977,cement,3,1,1,0.65,0.65
P100000123977,cement,5,2,2,0.895,1.01
P100000123977,cement,9,3,2,0.9500000000000001,1.04
P100000123977,cement,10,8,8,0.79125,1.02
P100000123977,cement,11,4,4,0.4925,0.73
P100000123977,cement,12,2,2,0.7050000000000001,0.79
P100000123978,cement,1,26,21,1.1334615384615385,1.98
P100000123978,cement,2,29,24,1.2310344827586208,1.79
P100000123978,cement,3,16,15,1.694375,2.17
P100000123978,cement,4,4,4,1.69,2.82
P100000123978,cement,5,1,1,2.86,2.86
P100000123978,cement,6,1,1,2.19,2.19
P100000123978,cement,8,2,2,0.84,0.99
P100000123978,cement,9,4,4,0.8325,1.23
P100000123978,cement,10,14,12,1.0792857142857142,1.48
P100000123978,cement,11,20,19,1.1244999999999998,1.7
P100000123978,cement,12,26,23,1.03,1.64
P100000123979,cement,1,6,6,0.8466666666666667,1.17
P100000123979,cement,2,5,4,0.74,1.14
P100000123979,cement,3,6,5,1.0450000000000002,1.54
P100000123979,cement,4,1,1,0.75,0.75
P100000123979,cement,5,1,1,1.31,1.31
P100000123979,cement,8,1,1,1.67,1.67
P100000123979,cement,9,1,1,0.69,0.69
P100000123979,cement,11,1,1,0.65,0.65
P100000123979,cement,12,8,8,0.86875,1.11
P100000123981,cement,1,11,11,1.039090909090909,1.69
P100000123981,cement,2,8,8,0.91125,1.38
P100000123981,cement,3,7,7,1.3928571428571428,3.35
P100000123981,cement,4,6,6,1.7433333333333334,2.52
P100000123981,cement,5,4,3,1.4475,1.99
P100000123981,cement,6,1,1,1.4,1.4
P100000123981,cement,8,2,2,1.7400000000000002,2.72
P100000123981,cement,9,1,1,0.65,0.65
P100000123981,cement,10,5,5,1.1400000000000001,1.31
P100000123981,cement,11,7,7,0.9228571428571428,1.39
P100000123981,cement,12,15,12,0.9606666666666667,1.69
P100000123982,cement,1,8,8,0.63375,0.86
P100000123982,cement,2,7,7,0.7871428571428571,1.1
P100000123982,cement,3,4,4,1.02,1.21
P100000123982,cement,4,3,3,1.9366666666666665,2.26
P100000123982,cement,5,5,5,2.6879999999999997,7.69
P100000123982,cement,6,1,1,0.34,0.34
P100000123982,cement,10,2,2,1.08,1.19
P100000123982,cement,11,9,9,0.8722222222222222,1.14
P100000123982,cement,12,4,4,0.72,0.84
P100000123985,cement,1,18,11,1.1944444444444444,1.79
P100000123985,cement,2,16,14,1.394375,2.19
P100000123985,cement,3,4,4,1.565,2.79
P100000123985,cement,4,13,10,2.356923076923077,4.88
P100000123985,cement,5,4,4,2.5675,5.13
P100000123985,cement,6,2,2,0.74,0.95
P100000123985,cement,7,4,3,1.0575,1.44
P100000123985,cement,8,1,1,1.18,1.18
P100000123985,cement,9,6,5,1.1333333333333333,1.39
P100000123985,cement,10,10,8,1.171,1.76
P100000123985,cement,11,9,8,1.3633333333333333,1.9
P100000123985,cement,12,4,4,1.105,1.52
P100000123986,cement,1,5,5,1.06,1.4
P100000123986,cement,2,1,1,1.44,1.44
P100000123986,cement,10,2,2,1.135,1.62
P100000123986,cement,11,8,6,1.16,1.58
P100000123986,cement,12,4,3,1.08,1.31
P100000123987,cement,1,2,2,0.6699999999999999,0.74
P100000123987,cement,2,2,2,0.585,0.66
P100000123987,cement,3,13,9,0.8992307692307692,1.5
P100000123987,cement,4,13,12,0.7969230769230768,1.8
P100000123987,cement,5,18,13,0.7933333333333334,1.57
P100000123987,cement,6,8,8,1.07625,1.68
P100000123987,cement,7,4,4,0.8,1.33
P100000123987,cement,8,3,3,0.8933333333333334,1.01
P100000123987,cement,9,1,1,0.42,0.42
P100000123987,cement,10,5,5,0.504,0.56
P100000123987,cement,11,9,8,0.7666666666666667,1.07
P100000123987,cement,12,5,4,1.0,1.38
P100000123988,cement,1,9,9,0.7666666666666667,1.19
P100000123988,cement,2,5,5,0.6799999999999999,1.04
P100000123988,cement,3,3,3,1.0766666666666664,1.42
P100000123988,cement,4,2,2,2.42,2.58
P100000123988,cement,5,1,1,1.7,1.7
P100000123988,cement,6,1,1,1.25,1.25
P100000123988,cement,8,1,1,0.77,0.77
P100000123988,cement,9,1,1,0.75,0.75
P100000123988,cement,10,3,3,0.7333333333333334,0.81
P100000123988,cement,11,3,3,1.2166666666666668,1.33
P100000123988,cement,12,3,3,0.9166666666666666,1.16
P100000123989,cement,1,29,18,1.2086206896551723,1.7
P100000123989,cement,2,22,20,1.5113636363636365,2.22
P100000123989,cement,3,18,17,1.6627777777777777,2.94
P100000123989,cement,4,13,12,1.873076923076923,3.59
P100000123989,cement,5,5,5,2.0,3.11
P100000123989,cement,6,3,3,2.8766666666666665,4.14
P100000123989,cement,7,1,1,1.4,1.4
P100000123989,cement,8,6,5,1.43,2.18
P100000123989,cement,9,6,6,1.1916666666666667,1.63
P100000123989,cement,10,12,10,1.1758333333333333,2.25
P100000123989,cement,11,19,16,1.4826315789473683,2.51
P100000123989,cement,12,40,30,1.597,2.56
P100000123990,cement,4,1,1,2.27,2.27
P100000123991,cement,1,2,1,2.99,3.33
P100000123991,cement,3,3,3,1.9066666666666665,3.34
P100000123991,cement,5,1,1,1.02,1.02
P100000123992,cement,1,1,1,2.83,2.83
P100000123992,cement,3,2,1,13.74,20.32
P100000123993,cement,4,1,1,14.56,14.56
P100000123993,cement,11,2,2,3.2199999999999998,3.26
P100000124006,cement,1,2,1,1.0899999999999999,1.15
P100000124006,cement,2,2,2,0.8,0.84
P100000124006,cement,3,1,1,0.96,0.96
P100000124006,cement,4,2,2,6.8999999999999995,12.37
P100000124006,cement,9,2,2,0.6599999999999999,0.72
P100000124006,cement,10,1,1,0.51,0.51
P100000124006,cement,11,1,1,0.98,0.98
P100000124006,cement,12,8,8,0.735,1.07
P100000124007,cement,5,1,1,1.96,1.96
P100000124009,cement,1,3,3,0.6900000000000001,0.92
P100000124009,cement,2,5,5,0.8960000000000001,1.17
P100000124009,cement,3,3,3,1.2233333333333334,1.58
P100000124009,cement,4,6,6,1.0516666666666667,1.95
P100000124009,cement,5,5,4,0.6599999999999999,0.79
P100000124009,cement,10,1,1,0.56,0.56
P100000124009,cement,11,1,1,0.42,0.42
P100000124009,cement,12,4,4,0.7625,0.91
P100000124011,cement,1,20,17,1.089,1.61
P100000124011,cement,2,18,15,1.2577777777777779,2.12
P100000124011,cement,3,18,15,1.4816666666666667,2.12
P100000124011,cement,4,11,11,1.8518181818181818,3.05
P100000124011,cement,5,5,3,1.922,2.79
P100000124011,cement,6,1,1,4.24,4.24
P100000124011,cement,8,2,2,1.5150000000000001,2.37
P100000124011,cement,9,5,5,0.792,1.57
P100000124011,cement,10,10,9,1.0390000000000001,1.37
P100000124011,cement,11,19,17,0.9910526315789473,1.59
P100000124011,cement,12,26,21,1.1700000000000002,1.9
P100000124013,cement,1,9,9,0.741111111111111,0.93
P100000124013,cement,2,4,4,0.8775,1.26
P100000124013,cement,3,3,3,0.8366666666666666,1.04
P100000124013,cement,4,2,2,1.0350000000000001,1.08
P100000124013,cement,5,1,1,1.79,1.79
P100000124013,cement,8,1,1,1.0,1.0
P100000124013,cement,9,1,1,0.95,0.95
P100000124013,cement,10,3,3,0.6066666666666667,0.76
P100000124013,cement,11,7,6,0.8114285714285714,1.08
P100000124013,cement,12,10,10,0.682,1.04
P100000124019,cement,4,2,1,26.330000000000002,51.67
P100000124019,cement,12,4,3,3.2475,7.53
P100000124021,cement,3,1,1,3.35,3.35
P100000124021,cement,11,1,1,0.64,0.64
P100000124021,cement,12,1,1,0.77,0.77
P100000124023,cement,1,2,2,0.515,0.67
P100000124023,cement,2,1,1,0.83,0.83
P100000124025,cement,2,1,1,0.77,0.77
P100000124025,cement,3,2,2,0.405,0.49
P100000124025,cement,4,4,4,0.98,1.44
P100000124025,cement,11,1,1,0.49,0.49
P100000124025,cement,12,1,1,0.66,0.66
P100000124029,cement,1,1,1,0.61,0.61
P100000124029,cement,11,3,1,2.016666666666667,2.49
P100000124029,cement,12,1,1,4.95,4.95
P100000124031,cement,1,4,4,0.46499999999999997,0.84
P100000124031,cement,2,3,3,0.9233333333333333,0.99
P100000124031,cement,3,6,6,1.055,1.28
P100000124031,cement,4,2,2,1.08,1.23
P100000124031,cement,9,2,2,0.805,1.06
P100000124031,cement,10,2,2,1.01,1.1
P100000124031,cement,11,1,1,1.71,1.71
P100000124031,cement,12,4,4,0.4925,0.61
P100000124032,cement,3,1,1,0.45,0.45
P100000124032,cement,9,1,1,0.39,0.39
P100000124032,cement,12,2,2,0.835,0.95
P100000124033,cement,2,1,1,7.56,7.56
P100000124033,cement,3,1,1,1.88,1.88
P100000124034,cement,1,1,1,0.6,0.6
P100000124034,cement,2,1,1,0.57,0.57
P100000124034,cement,12,1,1,0.41,0.41
P100000124035,cement,12,1,1,2.55,2.55
P100000124039,cement,4,1,1,0.38,0.38
P100000124039,cement,9,1,1,0.49,0.49
P100000124040,cement,2,1,1,0.52,0.52
P100000124043,cement,1,2,2,0.605,0.65
P100000124043,cement,2,2,2,0.77,0.97
P100000124043,cement,3,1,1,0.77,0.77
P100000124045,cement,1,32,18,1.2625,2.04
P100000124045,cement,2,24,15,1.3908333333333334,2.37
P100000124045,cement,3,17,10,1.4823529411764707,2.65
P100000124045,cement,4,4,3,2.1325,3.09
P100000124045,cement,5,1,1,1.6,1.6
P100000124045,cement,6,6,2,1.595,1.91
P100000124045,cement,8,6,5,1.4916666666666665,2.14
P100000124045,cement,9,4,4,1.68,2.12
P100000124045,cement,10,13,8,1.3584615384615384,2.44
P100000124045,cement,11,13,9,0.9230769230769231,1.35
P100000124045,cement,12,14,9,1.2035714285714287,1.99
P100000124046,cement,1,1,1,3.45,3.45
P100000124049,cement,12,1,1,4.17,4.17
P100000124051,cement,1,1,1,3.73,3.73
P100000124052,cement,10,1,1,2.52,2.52
P100000124052,cement,12,1,1,1.25,1.25
P100000124055,cement,1,15,14,1.0833333333333333,2.07
P100000124055,cement,2,23,20,1.4195652173913043,2.13
P100000124055,cement,3,24,22,1.4270833333333333,2.38
P100000124055,cement,4,8,8,2.19625,2.75
P100000124055,cement,5,9,9,1.4288888888888889,2.23
P100000124055,cement,6,5,5,1.274,1.7
P100000124055,cement,7,4,3,1.555,2.11
P100000124055,cement,8,7,6,1.237142857142857,1.81
P100000124055,cement,9,8,6,1.03625,1.56
P100000124055,cement,10,17,13,1.7252941176470586,2.69
P100000124055,cement,11,11,10,1.2154545454545453,2.32
P100000124055,cement,12,28,21,1.3767857142857143,2.09
P100000124056,cement,1,7,7,0.8171428571428571,1.27
P100000124056,cement,2,14,13,0.9814285714285714,1.83
P100000124056,cement,3,10,10,1.1949999999999998,1.99
P100000124056,cement,4,9,8,1.9877777777777779,3.28
P100000124056,cement,6,5,5,1.1280000000000001,1.84
P100000124056,cement,10,2,2,0.5,0.53
P100000124056,cement,11,6,6,0.6066666666666667,0.72
P100000124056,cement,12,8,8,0.61375,0.91
P100000124057,cement,1,15,15,0.92,1.18
P100000124057,cement,2,16,15,0.9075,1.28
P100000124057,cement,3,9,8,0.8811111111111111,1.12
P100000124057,cement,4,4,4,1.4024999999999999,2.51
P100000124057,cement,6,3,3,1.8133333333333332,2.55
P100000124057,cement,8,3,2,1.2666666666666666,2.13
P100000124057,cement,10,4,3,0.8049999999999999,1.13
P100000124057,cement,11,10,8,0.768,0.95
P100000124057,cement,12,13,13,0.7323076923076923,1.01
P100000124058,cement,1,5,5,0.8400000000000001,1.03
P100000124058,cement,2,5,5,0.736,0.91
P100000124058,cement,3,4,4,1.095,1.33
